FIPS
13067
13015
13075
13209
13309
13095
13005
13121
13137
13261
13081
13233
13157
13037
13059
13003
13013
13245
13089
13087
13009
13057
13011
13171
13163
13001
13017
13135
13019
13297
13099
13023
13051
13219
13045
13147
13105
13025
13223
13273
13031
13027
13029
13143
13197
13033
13269
13035
13225
13131
13129
13301
13039
13205
13043
13195
13119
13047
13153
13149
13049
13213
13091
13295
13109
13061
13241
13063
13139
13311
13065
13267
13069
13313
13071
13073
13215
13247
13217
13077
13079
13117
13053
13243
13187
13289
13191
13085
13253
13093
13097
13175
13123
13101
13103
13249
13107
13111
13113
13115
13199
13263
13127
13319
13133
13255
13151
13141
13145
13303
13161
13281
13179
13285
13155
13227
13159
13165
13305
13169
13167
13173
13177
13181
13183
13185
13259
13279
13193
13021
13211
13189
13271
13201
13207
13007
13221
13229
13231
13321
13235
13237
13239
13251
13283
13257
13055
13275
13293
13277
13083
13287
13291
13299
13317
13307
37125
37091
37001
37003
37005
37085
37007
37183
37009
37151
37021
37011
37019
37013
37031
37189
37015
37017
37049
37141
37023
37199
37025
37027
37029
37129
37135
37033
37035
37037
37039
37041
37043
37101
37045
37177
37047
37051
37053
37055
37057
37059
37061
37063
37157
37065
37139
37147
37161
37067
37069
37071
37073
37191
37075
37077
37079
37081
37083
37087
37089
37093
37133
37095
37097
37099
37103
37169
37105
37107
37109
37155
37113
37115
37111
37117
37119
37121
37179
37123
37127
37193
37131
37137
37143
37145
37149
37153
37159
37163
37165
37167
37171
37173
37175
37181
37185
37187
37195
37197
45001
45003
45005
45007
45043
45079
45051
45009
45011
45063
45013
45069
45015
45061
45017
45055
45077
45019
45025
45021
45023
45027
45059
45091
45029
45083
45031
45033
45035
45037
45049
45039
45041
45045
45047
45053
45089
45087
45057
45067
45065
45071
45073
45075
45081
45085
