FIPS,Name,year_month,SF_permits,MF_permits,All_permits
37135,Carrboro,202412,3,0,3
37135,Carrboro,202501,0,0,0
37135,Carrboro,202502,1,0,1
37135,Carrboro,202503,3,0,3
37135,Carrboro,202504,2,0,2
37135,Carrboro,202505,1,0,1
37135,Carrboro,202506,0,0,0
37135,Carrboro,202506,0,0,0
37135,Carrboro,202507,0,0,0
37135,Carrboro,202508,0,0,0
13045,Carroll-County-U.A.,202403,19,0,19
13045,Carroll-County-U.A.,202404,24,0,24
13045,Carroll-County-U.A.,202405,22,0,22
13045,Carroll-County-U.A.,202406,17,0,17
13045,Carroll-County-U.A.,202407,24,0,24
13045,Carroll-County-U.A.,202408,20,0,20
13045,Carroll-County-U.A.,202409,26,0,26
13045,Carroll-County-U.A.,202410,21,0,21
13045,Carroll-County-U.A.,202411,12,2,14
13045,Carroll-County-U.A.,202412,19,0,19
13045,Carroll-County-U.A.,202501,17,0,17
13045,Carroll-County-U.A.,202502,24,0,24
13045,Carroll-County-U.A.,202503,23,0,23
13045,Carroll-County-U.A.,202504,36,0,36
13045,Carroll-County-U.A.,202505,14,0,14
13045,Carroll-County-U.A.,202506,24,0,24
13045,Carroll-County-U.A.,202506,24,0,24
13045,Carroll-County-U.A.,202507,20,0,20
13045,Carroll-County-U.A.,202508,22,0,22
13045,Carrollton,202403,19,0,19
13045,Carrollton,202404,12,0,12
13045,Carrollton,202405,11,0,11
13045,Carrollton,202406,10,0,10
13045,Carrollton,202407,5,0,5
13045,Carrollton,202408,6,0,6
13045,Carrollton,202409,5,0,5
13045,Carrollton,202410,13,0,13
13045,Carrollton,202411,5,0,5
13045,Carrollton,202412,13,0,13
13045,Carrollton,202501,12,0,12
13045,Carrollton,202502,14,0,14
13045,Carrollton,202503,13,0,13
13045,Carrollton,202504,4,0,4
13045,Carrollton,202505,14,0,14
13045,Carrollton,202506,7,0,7
13045,Carrollton,202506,7,0,7
13045,Carrollton,202507,10,0,10
13045,Carrollton,202508,12,0,12
37031,Carteret-County-U.A.,202403,34,0,34
37031,Carteret-County-U.A.,202404,55,0,55
37031,Carteret-County-U.A.,202405,39,0,39
37031,Carteret-County-U.A.,202406,33,0,33
37031,Carteret-County-U.A.,202407,40,0,40
37031,Carteret-County-U.A.,202408,31,0,31
37031,Carteret-County-U.A.,202409,21,0,21
37031,Carteret-County-U.A.,202410,24,0,24
37031,Carteret-County-U.A.,202411,43,0,43
37031,Carteret-County-U.A.,202412,32,0,32
37031,Carteret-County-U.A.,202501,28,0,28
37031,Carteret-County-U.A.,202502,16,0,16
37031,Carteret-County-U.A.,202503,48,0,48
37031,Carteret-County-U.A.,202504,19,0,19
37031,Carteret-County-U.A.,202505,18,0,18
37031,Carteret-County-U.A.,202506,24,0,24
37031,Carteret-County-U.A.,202506,24,0,24
37031,Carteret-County-U.A.,202507,14,0,14
37031,Carteret-County-U.A.,202508,15,0,15
13015,Cartersville,202403,13,0,13
13015,Cartersville,202404,26,0,26
13015,Cartersville,202405,27,0,27
13015,Cartersville,202406,12,0,12
13015,Cartersville,202407,14,0,14
13015,Cartersville,202408,13,0,13
13015,Cartersville,202409,21,0,21
13015,Cartersville,202410,12,0,12
13015,Cartersville,202411,16,0,16
13015,Cartersville,202412,6,0,6
13015,Cartersville,202501,16,0,16
13015,Cartersville,202502,15,0,15
13015,Cartersville,202503,17,0,17
13015,Cartersville,202504,6,0,6
13015,Cartersville,202505,13,0,13
13015,Cartersville,202506,17,0,17
13015,Cartersville,202506,17,0,17
13015,Cartersville,202507,22,0,22
13015,Cartersville,202508,16,0,16
37183,Cary,202403,11,0,11
37183,Cary,202404,61,0,61
37183,Cary,202405,25,0,25
37183,Cary,202406,23,143,166
37183,Cary,202407,73,280,353
37183,Cary,202408,41,157,198
37183,Cary,202409,31,86,117
37183,Cary,202410,23,0,23
37183,Cary,202411,14,0,14
37183,Cary,202412,20,16,36
37183,Cary,202501,57,0,57
37183,Cary,202502,67,0,67
37183,Cary,202503,28,14,42
37183,Cary,202504,39,0,39
37183,Cary,202505,30,12,42
37183,Cary,202506,29,74,103
37183,Cary,202506,29,74,103
37183,Cary,202507,40,0,40
37183,Cary,202508,27,138,165
37019,Caswell-Beach,202403,1,0,1
37019,Caswell-Beach,202404,1,0,1
37019,Caswell-Beach,202405,1,0,1
37019,Caswell-Beach,202406,1,0,1
37019,Caswell-Beach,202407,1,0,1
37019,Caswell-Beach,202408,0,0,0
37019,Caswell-Beach,202409,1,0,1
37019,Caswell-Beach,202410,1,0,1
37019,Caswell-Beach,202411,0,0,0
37019,Caswell-Beach,202412,0,0,0
37019,Caswell-Beach,202501,1,0,1
37019,Caswell-Beach,202502,0,0,0
37019,Caswell-Beach,202503,1,0,1
37019,Caswell-Beach,202504,1,0,1
37019,Caswell-Beach,202505,0,0,0
37019,Caswell-Beach,202506,0,0,0
37019,Caswell-Beach,202506,0,0,0
37019,Caswell-Beach,202507,0,0,0
37019,Caswell-Beach,202508,0,0,0
37033,Caswell-County,202403,5,0,5
37033,Caswell-County,202404,3,0,3
37033,Caswell-County,202405,4,0,4
37033,Caswell-County,202406,6,0,6
37033,Caswell-County,202407,9,0,9
37033,Caswell-County,202408,3,0,3
37033,Caswell-County,202409,4,0,4
37033,Caswell-County,202410,5,0,5
37033,Caswell-County,202411,4,0,4
37033,Caswell-County,202412,2,0,2
37033,Caswell-County,202501,3,0,3
37033,Caswell-County,202502,1,0,1
37033,Caswell-County,202503,6,0,6
37033,Caswell-County,202504,5,0,5
37033,Caswell-County,202505,3,0,3
37033,Caswell-County,202506,4,0,4
37033,Caswell-County,202506,4,0,4
37033,Caswell-County,202507,5,0,5
37033,Caswell-County,202508,2,0,2
37035,Catawba-County,202403,144,121,265
37035,Catawba-County,202404,153,40,193
37035,Catawba-County,202405,217,2,219
37035,Catawba-County,202406,144,24,168
37035,Catawba-County,202407,116,6,122
37035,Catawba-County,202408,151,18,169
37035,Catawba-County,202409,100,2,102
37035,Catawba-County,202410,123,6,129
37035,Catawba-County,202411,178,18,196
37035,Catawba-County,202412,113,12,125
37035,Catawba-County,202501,117,60,177
37035,Catawba-County,202502,132,96,228
37035,Catawba-County,202503,193,20,213
37035,Catawba-County,202504,86,60,146
37035,Catawba-County,202505,100,44,144
37035,Catawba-County,202506,91,54,145
37035,Catawba-County,202506,91,54,145
37035,Catawba-County,202507,137,62,199
37035,Catawba-County,202508,99,36,135
13047,Catoosa-County,202411,14,6,20
13047,Catoosa-County,202412,14,6,20
13047,Catoosa-County,202501,16,8,24
13047,Catoosa-County,202502,18,4,22
13047,Catoosa-County,202503,18,10,28
13047,Catoosa-County,202504,37,23,60
13047,Catoosa-County,202505,37,21,58
13047,Catoosa-County,202506,34,22,56
13047,Catoosa-County,202506,34,22,56
13047,Catoosa-County,202507,35,21,56
13047,Catoosa-County,202508,30,21,51
13047,Catoosa-County-U.A.,202403,16,2,18
13047,Catoosa-County-U.A.,202404,252,243,495
13047,Catoosa-County-U.A.,202405,16,4,20
13047,Catoosa-County-U.A.,202406,31,21,52
13047,Catoosa-County-U.A.,202407,7,10,17
13047,Catoosa-County-U.A.,202408,17,6,23
13047,Catoosa-County-U.A.,202409,15,6,21
13047,Catoosa-County-U.A.,202410,17,4,21
45063,Cayce,202403,0,0,0
45063,Cayce,202404,1,0,1
45063,Cayce,202405,0,0,0
45063,Cayce,202406,1,0,1
45063,Cayce,202407,1,0,1
45063,Cayce,202408,2,0,2
45063,Cayce,202409,0,0,0
45063,Cayce,202410,0,0,0
45063,Cayce,202411,0,0,0
45063,Cayce,202412,0,0,0
45063,Cayce,202501,1,0,1
45063,Cayce,202502,3,0,3
45063,Cayce,202503,6,0,6
45063,Cayce,202504,10,0,10
45063,Cayce,202505,30,0,30
45063,Cayce,202506,1,0,1
45063,Cayce,202506,1,0,1
45063,Cayce,202507,6,0,6
45063,Cayce,202508,5,0,5
13075,Cecil,202403,0,0,0
13075,Cecil,202404,0,0,0
13075,Cecil,202405,0,0,0
13075,Cecil,202406,0,0,0
13075,Cecil,202407,0,0,0
13075,Cecil,202408,0,0,0
13075,Cecil,202409,0,0,0
13075,Cecil,202410,0,0,0
13075,Cecil,202411,0,0,0
13075,Cecil,202412,0,0,0
13075,Cecil,202501,0,0,0
13075,Cecil,202502,0,0,0
13075,Cecil,202503,0,0,0
13075,Cecil,202504,0,0,0
13075,Cecil,202505,0,0,0
13075,Cecil,202506,0,0,0
13075,Cecil,202506,0,0,0
13075,Cecil,202507,0,0,0
13075,Cecil,202508,0,0,0
13233,Cedartown,202403,1,0,1
13233,Cedartown,202404,0,0,0
13233,Cedartown,202405,1,0,1
13233,Cedartown,202406,0,0,0
13233,Cedartown,202407,0,0,0
13233,Cedartown,202408,1,0,1
13233,Cedartown,202409,0,0,0
13233,Cedartown,202410,0,0,0
13233,Cedartown,202411,0,0,0
13233,Cedartown,202412,0,0,0
13233,Cedartown,202501,0,0,0
13233,Cedartown,202502,0,0,0
13233,Cedartown,202503,0,0,0
13233,Cedartown,202504,1,0,1
13233,Cedartown,202505,1,0,1
13233,Cedartown,202506,1,0,1
13233,Cedartown,202506,1,0,1
13233,Cedartown,202507,1,0,1
13233,Cedartown,202508,1,0,1
13153,Centerville,202403,27,0,27
13153,Centerville,202404,14,0,14
13153,Centerville,202405,28,0,28
13153,Centerville,202406,24,2,26
13153,Centerville,202407,12,0,12
13153,Centerville,202408,22,0,22
13153,Centerville,202409,39,3,42
13153,Centerville,202410,11,0,11
13153,Centerville,202411,11,0,11
13153,Centerville,202412,14,6,20
13153,Centerville,202501,17,0,17
13153,Centerville,202502,13,0,13
13153,Centerville,202503,0,0,0
13153,Centerville,202504,0,0,0
13153,Centerville,202505,3,0,3
13153,Centerville,202506,15,0,15
13153,Centerville,202506,15,0,15
13153,Centerville,202507,13,0,13
13153,Centerville,202508,1,0,1
45077,Central,202403,2,0,2
45077,Central,202404,1,0,1
45077,Central,202405,1,0,1
45077,Central,202406,1,0,1
45077,Central,202407,1,0,1
45077,Central,202408,1,0,1
45077,Central,202409,1,0,1
45077,Central,202410,1,0,1
45077,Central,202411,1,0,1
45077,Central,202412,0,0,0
45077,Central,202501,1,0,1
45077,Central,202502,1,0,1
45077,Central,202503,1,0,1
45077,Central,202504,2,0,2
45077,Central,202505,1,0,1
45077,Central,202506,2,0,2
45077,Central,202506,2,0,2
45077,Central,202507,1,0,1
45077,Central,202508,1,0,1
13149,Centralhatchee,202403,0,0,0
13149,Centralhatchee,202404,0,0,0
13149,Centralhatchee,202405,0,0,0
13149,Centralhatchee,202406,0,0,0
13149,Centralhatchee,202407,0,0,0
13149,Centralhatchee,202408,0,0,0
13149,Centralhatchee,202409,0,0,0
13149,Centralhatchee,202410,0,0,0
13149,Centralhatchee,202411,0,0,0
13149,Centralhatchee,202412,0,0,0
13149,Centralhatchee,202501,0,0,0
13149,Centralhatchee,202502,0,0,0
13149,Centralhatchee,202503,0,0,0
13149,Centralhatchee,202504,0,0,0
13149,Centralhatchee,202505,0,0,0
13149,Centralhatchee,202506,0,0,0
13149,Centralhatchee,202506,0,0,0
13149,Centralhatchee,202507,0,0,0
13149,Centralhatchee,202508,0,0,0
13089,Chamblee,202403,0,0,0
13089,Chamblee,202404,3,0,3
13089,Chamblee,202405,0,0,0
13089,Chamblee,202406,2,0,2
13089,Chamblee,202407,2,14,16
13089,Chamblee,202408,1,0,1
13089,Chamblee,202409,3,0,3
13089,Chamblee,202410,1,0,1
13089,Chamblee,202411,2,11,13
13089,Chamblee,202412,7,0,7
13089,Chamblee,202501,4,0,4
13089,Chamblee,202502,7,0,7
13089,Chamblee,202503,3,0,3
13089,Chamblee,202504,2,0,2
13089,Chamblee,202505,2,0,2
13089,Chamblee,202506,1,67,68
13089,Chamblee,202506,1,67,68
13089,Chamblee,202507,2,0,2
13089,Chamblee,202508,2,0,2
37135,Chapel-Hill,202403,2,10,12
37135,Chapel-Hill,202404,12,46,58
37135,Chapel-Hill,202405,13,39,52
37135,Chapel-Hill,202406,10,41,51
37135,Chapel-Hill,202407,1,2,3
37135,Chapel-Hill,202408,12,50,62
37135,Chapel-Hill,202409,10,36,46
37135,Chapel-Hill,202410,10,38,48
37135,Chapel-Hill,202411,9,35,44
37135,Chapel-Hill,202412,43,0,43
37135,Chapel-Hill,202501,10,47,57
37135,Chapel-Hill,202502,11,40,51
37135,Chapel-Hill,202503,11,40,51
37135,Chapel-Hill,202504,9,0,9
37135,Chapel-Hill,202505,10,2,12
37135,Chapel-Hill,202506,9,0,9
37135,Chapel-Hill,202506,9,0,9
37135,Chapel-Hill,202507,9,0,9
37135,Chapel-Hill,202508,8,0,8
45019,Charleston,202403,83,21,104
45019,Charleston,202404,90,27,117
45019,Charleston,202405,90,23,113
45019,Charleston,202406,77,25,102
45019,Charleston,202407,81,27,108
45019,Charleston,202408,81,30,111
45019,Charleston,202409,68,21,89
45019,Charleston,202410,20,0,20
45019,Charleston,202411,62,21,83
45019,Charleston,202412,67,24,91
45019,Charleston,202501,74,28,102
45019,Charleston,202502,78,23,101
45019,Charleston,202503,83,24,107
45019,Charleston,202504,76,17,93
45019,Charleston,202505,75,18,93
45019,Charleston,202506,69,17,86
45019,Charleston,202506,69,17,86
45019,Charleston,202507,71,17,88
45019,Charleston,202508,62,282,344
45019,Charleston-County-U.A.,202403,82,18,100
45019,Charleston-County-U.A.,202404,74,0,74
45019,Charleston-County-U.A.,202405,86,0,86
45019,Charleston-County-U.A.,202406,70,0,70
45019,Charleston-County-U.A.,202407,66,0,66
45019,Charleston-County-U.A.,202408,66,0,66
45019,Charleston-County-U.A.,202409,71,0,71
45019,Charleston-County-U.A.,202410,64,0,64
45019,Charleston-County-U.A.,202411,50,0,50
45019,Charleston-County-U.A.,202412,82,0,82
45019,Charleston-County-U.A.,202501,59,0,59
45019,Charleston-County-U.A.,202502,63,0,63
45019,Charleston-County-U.A.,202503,76,0,76
45019,Charleston-County-U.A.,202504,86,0,86
45019,Charleston-County-U.A.,202505,83,5,88
45019,Charleston-County-U.A.,202506,42,0,42
45019,Charleston-County-U.A.,202506,42,0,42
45019,Charleston-County-U.A.,202507,51,0,51
45019,Charleston-County-U.A.,202508,54,0,54
13049,Charlton-County-U.A.,202403,7,0,7
13049,Charlton-County-U.A.,202404,2,0,2
13049,Charlton-County-U.A.,202405,3,0,3
13049,Charlton-County-U.A.,202406,7,2,9
13049,Charlton-County-U.A.,202407,2,0,2
13049,Charlton-County-U.A.,202408,3,0,3
13049,Charlton-County-U.A.,202409,3,0,3
13049,Charlton-County-U.A.,202410,3,0,3
13049,Charlton-County-U.A.,202411,1,0,1
13049,Charlton-County-U.A.,202412,1,0,1
13049,Charlton-County-U.A.,202501,3,0,3
13049,Charlton-County-U.A.,202502,2,0,2
13049,Charlton-County-U.A.,202503,0,0,0
13049,Charlton-County-U.A.,202504,2,0,2
13049,Charlton-County-U.A.,202505,4,0,4
13049,Charlton-County-U.A.,202506,4,0,4
13049,Charlton-County-U.A.,202506,4,0,4
13049,Charlton-County-U.A.,202507,4,0,4
13049,Charlton-County-U.A.,202508,3,0,3
13051,Chatham-County-U.A.,202403,7,0,7
37037,Chatham-County-U.A.,202403,34,0,34
13051,Chatham-County-U.A.,202404,3,0,3
37037,Chatham-County-U.A.,202404,47,0,47
13051,Chatham-County-U.A.,202405,4,0,4
37037,Chatham-County-U.A.,202405,30,0,30
13051,Chatham-County-U.A.,202406,7,0,7
37037,Chatham-County-U.A.,202406,32,0,32
13051,Chatham-County-U.A.,202407,3,0,3
37037,Chatham-County-U.A.,202407,37,0,37
13051,Chatham-County-U.A.,202408,7,0,7
37037,Chatham-County-U.A.,202408,37,0,37
13051,Chatham-County-U.A.,202409,10,0,10
37037,Chatham-County-U.A.,202409,26,0,26
13051,Chatham-County-U.A.,202410,5,0,5
37037,Chatham-County-U.A.,202410,37,0,37
13051,Chatham-County-U.A.,202411,3,0,3
37037,Chatham-County-U.A.,202411,47,0,47
13051,Chatham-County-U.A.,202412,4,0,4
37037,Chatham-County-U.A.,202412,33,0,33
13051,Chatham-County-U.A.,202501,9,84,93
37037,Chatham-County-U.A.,202501,51,0,51
13051,Chatham-County-U.A.,202502,4,0,4
37037,Chatham-County-U.A.,202502,50,0,50
13051,Chatham-County-U.A.,202503,1,0,1
37037,Chatham-County-U.A.,202503,39,0,39
13051,Chatham-County-U.A.,202504,10,6,16
37037,Chatham-County-U.A.,202504,39,0,39
13051,Chatham-County-U.A.,202505,3,0,3
37037,Chatham-County-U.A.,202505,35,0,35
13051,Chatham-County-U.A.,202506,1,5,6
37037,Chatham-County-U.A.,202506,61,0,61
13051,Chatham-County-U.A.,202506,1,5,6
37037,Chatham-County-U.A.,202506,61,0,61
13051,Chatham-County-U.A.,202507,89,348,437
37037,Chatham-County-U.A.,202507,49,0,49
13051,Chatham-County-U.A.,202508,4,0,4
37037,Chatham-County-U.A.,202508,41,0,41
13213,Chatsworth,202403,0,0,0
13213,Chatsworth,202404,3,0,3
13213,Chatsworth,202405,2,0,2
13213,Chatsworth,202406,3,0,3
13213,Chatsworth,202407,2,0,2
13213,Chatsworth,202408,2,0,2
13213,Chatsworth,202409,2,0,2
13213,Chatsworth,202410,2,0,2
13213,Chatsworth,202411,1,0,1
13213,Chatsworth,202412,2,0,2
13213,Chatsworth,202501,3,0,3
13213,Chatsworth,202502,2,0,2
13213,Chatsworth,202503,2,0,2
13213,Chatsworth,202504,2,0,2
13213,Chatsworth,202505,2,0,2
13213,Chatsworth,202506,2,0,2
13213,Chatsworth,202506,2,0,2
13213,Chatsworth,202507,2,0,2
13213,Chatsworth,202508,1,0,1
13121,Chattahoochee-Hills,202403,6,0,6
13121,Chattahoochee-Hills,202404,8,0,8
13121,Chattahoochee-Hills,202405,4,0,4
13121,Chattahoochee-Hills,202406,2,0,2
13121,Chattahoochee-Hills,202407,4,0,4
13121,Chattahoochee-Hills,202408,2,0,2
13121,Chattahoochee-Hills,202409,3,0,3
13121,Chattahoochee-Hills,202410,2,0,2
13121,Chattahoochee-Hills,202411,7,0,7
13121,Chattahoochee-Hills,202412,7,0,7
13121,Chattahoochee-Hills,202501,10,0,10
13121,Chattahoochee-Hills,202502,3,0,3
13121,Chattahoochee-Hills,202503,4,0,4
13121,Chattahoochee-Hills,202504,3,0,3
13121,Chattahoochee-Hills,202505,7,0,7
13121,Chattahoochee-Hills,202506,0,0,0
13121,Chattahoochee-Hills,202506,0,0,0
13121,Chattahoochee-Hills,202507,3,0,3
13121,Chattahoochee-Hills,202508,3,0,3
45025,Cheraw,202403,0,0,0
45025,Cheraw,202404,0,0,0
45025,Cheraw,202405,0,0,0
45025,Cheraw,202406,0,0,0
45025,Cheraw,202407,0,0,0
45025,Cheraw,202408,0,0,0
45025,Cheraw,202409,0,0,0
45025,Cheraw,202410,0,0,0
45025,Cheraw,202411,0,0,0
45025,Cheraw,202412,0,0,0
45025,Cheraw,202501,0,0,0
45025,Cheraw,202502,0,0,0
45025,Cheraw,202503,0,0,0
45025,Cheraw,202504,0,0,0
45025,Cheraw,202505,0,0,0
45025,Cheraw,202506,0,0,0
45025,Cheraw,202506,0,0,0
45025,Cheraw,202507,0,0,0
45025,Cheraw,202508,1,0,1
37039,Cherokee-County,202403,12,0,12
37039,Cherokee-County,202404,20,0,20
37039,Cherokee-County,202405,19,0,19
37039,Cherokee-County,202406,26,0,26
37039,Cherokee-County,202407,26,0,26
37039,Cherokee-County,202408,19,0,19
37039,Cherokee-County,202409,15,0,15
37039,Cherokee-County,202410,27,0,27
37039,Cherokee-County,202411,13,0,13
37039,Cherokee-County,202412,11,0,11
37039,Cherokee-County,202501,9,0,9
37039,Cherokee-County,202502,19,0,19
37039,Cherokee-County,202503,28,0,28
37039,Cherokee-County,202504,21,0,21
37039,Cherokee-County,202505,23,0,23
37039,Cherokee-County,202506,14,0,14
37039,Cherokee-County,202506,14,0,14
37039,Cherokee-County,202507,29,0,29
37039,Cherokee-County,202508,15,0,15
13057,Cherokee-County-U.A.,202403,120,0,120
45021,Cherokee-County-U.A.,202403,15,0,15
13057,Cherokee-County-U.A.,202404,72,0,72
45021,Cherokee-County-U.A.,202404,18,0,18
13057,Cherokee-County-U.A.,202405,98,0,98
45021,Cherokee-County-U.A.,202405,18,0,18
13057,Cherokee-County-U.A.,202406,122,0,122
45021,Cherokee-County-U.A.,202406,16,0,16
13057,Cherokee-County-U.A.,202407,114,0,114
45021,Cherokee-County-U.A.,202407,9,0,9
13057,Cherokee-County-U.A.,202408,83,0,83
45021,Cherokee-County-U.A.,202408,19,2,21
13057,Cherokee-County-U.A.,202409,57,0,57
45021,Cherokee-County-U.A.,202409,20,0,20
13057,Cherokee-County-U.A.,202410,92,0,92
45021,Cherokee-County-U.A.,202410,12,0,12
13057,Cherokee-County-U.A.,202411,68,0,68
45021,Cherokee-County-U.A.,202411,18,0,18
13057,Cherokee-County-U.A.,202412,59,0,59
45021,Cherokee-County-U.A.,202412,7,0,7
13057,Cherokee-County-U.A.,202501,78,0,78
45021,Cherokee-County-U.A.,202501,11,0,11
13057,Cherokee-County-U.A.,202502,80,0,80
45021,Cherokee-County-U.A.,202502,16,0,16
13057,Cherokee-County-U.A.,202503,79,0,79
45021,Cherokee-County-U.A.,202503,12,0,12
13057,Cherokee-County-U.A.,202504,85,0,85
45021,Cherokee-County-U.A.,202504,7,6,13
13057,Cherokee-County-U.A.,202505,58,0,58
45021,Cherokee-County-U.A.,202505,9,0,9
13057,Cherokee-County-U.A.,202506,64,0,64
45021,Cherokee-County-U.A.,202506,14,5,19
13057,Cherokee-County-U.A.,202506,64,0,64
45021,Cherokee-County-U.A.,202506,14,5,19
13057,Cherokee-County-U.A.,202507,89,0,89
45021,Cherokee-County-U.A.,202507,22,0,22
13057,Cherokee-County-U.A.,202508,43,0,43
45021,Cherokee-County-U.A.,202508,16,0,16
13091,Chester,202403,0,0,0
13091,Chester,202404,0,0,0
13091,Chester,202405,0,0,0
13091,Chester,202406,0,0,0
13091,Chester,202407,0,0,0
13091,Chester,202408,0,0,0
13091,Chester,202409,0,0,0
13091,Chester,202410,0,0,0
13091,Chester,202411,0,0,0
13091,Chester,202412,0,0,0
13091,Chester,202501,0,0,0
13091,Chester,202502,0,0,0
13091,Chester,202503,0,0,0
13091,Chester,202504,0,0,0
13091,Chester,202505,0,0,0
13091,Chester,202506,0,0,0
13091,Chester,202506,0,0,0
13091,Chester,202507,0,0,0
13091,Chester,202508,0,0,0
45023,Chester-County-U.A.,202403,45,0,45
45023,Chester-County-U.A.,202404,32,0,32
45023,Chester-County-U.A.,202405,26,0,26
45023,Chester-County-U.A.,202406,3,0,3
45023,Chester-County-U.A.,202407,18,0,18
45023,Chester-County-U.A.,202408,35,0,35
45023,Chester-County-U.A.,202409,23,0,23
45023,Chester-County-U.A.,202410,22,0,22
45023,Chester-County-U.A.,202411,2,0,2
45023,Chester-County-U.A.,202412,14,0,14
45023,Chester-County-U.A.,202501,21,0,21
45023,Chester-County-U.A.,202502,30,0,30
45023,Chester-County-U.A.,202503,22,0,22
45023,Chester-County-U.A.,202504,51,0,51
45023,Chester-County-U.A.,202505,32,0,32
45023,Chester-County-U.A.,202506,24,0,24
45023,Chester-County-U.A.,202506,24,0,24
45023,Chester-County-U.A.,202507,11,0,11
45023,Chester-County-U.A.,202508,34,0,34
45025,Chesterfield,202410,2,0,2
45025,Chesterfield,202411,0,0,0
45025,Chesterfield,202412,0,0,0
45025,Chesterfield,202501,0,0,0
45025,Chesterfield,202502,1,0,1
45025,Chesterfield,202503,2,0,2
45025,Chesterfield,202504,1,0,1
45025,Chesterfield,202505,2,0,2
45025,Chesterfield,202506,0,0,0
45025,Chesterfield,202506,0,0,0
45025,Chesterfield,202507,0,0,0
45025,Chesterfield,202508,0,0,0
45025,Chesterfield-County-U.A.,202403,14,0,14
45025,Chesterfield-County-U.A.,202404,21,0,21
45025,Chesterfield-County-U.A.,202405,8,0,8
45025,Chesterfield-County-U.A.,202406,17,0,17
45025,Chesterfield-County-U.A.,202407,11,0,11
45025,Chesterfield-County-U.A.,202408,7,0,7
45025,Chesterfield-County-U.A.,202409,6,0,6
45025,Chesterfield-County-U.A.,202410,11,0,11
45025,Chesterfield-County-U.A.,202411,6,2,8
45025,Chesterfield-County-U.A.,202412,8,0,8
45025,Chesterfield-County-U.A.,202501,5,0,5
45025,Chesterfield-County-U.A.,202502,3,0,3
45025,Chesterfield-County-U.A.,202503,15,0,15
45025,Chesterfield-County-U.A.,202504,11,0,11
45025,Chesterfield-County-U.A.,202505,11,0,11
45025,Chesterfield-County-U.A.,202506,16,0,16
45025,Chesterfield-County-U.A.,202506,16,0,16
45025,Chesterfield-County-U.A.,202507,8,0,8
45025,Chesterfield-County-U.A.,202508,12,0,12
13295,Chickamauga,202403,0,0,0
13295,Chickamauga,202404,0,0,0
13295,Chickamauga,202405,0,0,0
13295,Chickamauga,202406,0,0,0
13295,Chickamauga,202407,0,0,0
13295,Chickamauga,202408,0,0,0
13295,Chickamauga,202409,0,0,0
13295,Chickamauga,202410,0,0,0
13295,Chickamauga,202411,0,0,0
13295,Chickamauga,202412,0,0,0
13295,Chickamauga,202501,0,0,0
13295,Chickamauga,202502,0,0,0
13295,Chickamauga,202503,0,0,0
13295,Chickamauga,202504,0,0,0
13295,Chickamauga,202505,0,0,0
13295,Chickamauga,202506,0,0,0
13295,Chickamauga,202506,0,0,0
13295,Chickamauga,202507,6,0,6
13295,Chickamauga,202508,0,0,0
37041,Chowan-County,202403,4,0,4
37041,Chowan-County,202404,4,0,4
37041,Chowan-County,202405,1,0,1
37041,Chowan-County,202406,3,0,3
37041,Chowan-County,202407,1,0,1
37041,Chowan-County,202408,3,0,3
37041,Chowan-County,202409,2,0,2
37041,Chowan-County,202410,3,0,3
37041,Chowan-County,202411,6,0,6
37041,Chowan-County,202412,3,0,3
37041,Chowan-County,202501,0,0,0
37041,Chowan-County,202502,4,0,4
37041,Chowan-County,202503,1,0,1
37041,Chowan-County,202504,3,0,3
37041,Chowan-County,202505,8,0,8
37041,Chowan-County,202506,10,0,10
37041,Chowan-County,202506,10,0,10
37041,Chowan-County,202507,9,0,9
37041,Chowan-County,202508,2,0,2
45027,Clarendon-County-U.A.,202403,8,0,8
45027,Clarendon-County-U.A.,202404,9,0,9
45027,Clarendon-County-U.A.,202405,8,0,8
45027,Clarendon-County-U.A.,202406,21,0,21
45027,Clarendon-County-U.A.,202407,8,0,8
45027,Clarendon-County-U.A.,202408,8,0,8
45027,Clarendon-County-U.A.,202409,7,0,7
45027,Clarendon-County-U.A.,202410,7,0,7
45027,Clarendon-County-U.A.,202411,6,0,6
45027,Clarendon-County-U.A.,202412,7,0,7
45027,Clarendon-County-U.A.,202501,7,0,7
45027,Clarendon-County-U.A.,202502,6,0,6
45027,Clarendon-County-U.A.,202503,11,0,11
45027,Clarendon-County-U.A.,202504,15,0,15
45027,Clarendon-County-U.A.,202505,9,0,9
45027,Clarendon-County-U.A.,202506,9,0,9
45027,Clarendon-County-U.A.,202506,9,0,9
45027,Clarendon-County-U.A.,202507,10,0,10
45027,Clarendon-County-U.A.,202508,8,0,8
13137,Clarkesville,202403,2,0,2
13137,Clarkesville,202404,0,0,0
13137,Clarkesville,202405,1,0,1
13137,Clarkesville,202406,1,0,1
13137,Clarkesville,202407,0,0,0
13137,Clarkesville,202408,0,0,0
13137,Clarkesville,202409,1,0,1
13137,Clarkesville,202410,0,0,0
13137,Clarkesville,202411,0,0,0
13137,Clarkesville,202412,2,0,2
13137,Clarkesville,202501,3,0,3
13137,Clarkesville,202502,0,0,0
13137,Clarkesville,202503,0,0,0
13137,Clarkesville,202504,0,0,0
13137,Clarkesville,202505,1,0,1
13137,Clarkesville,202506,1,0,1
13137,Clarkesville,202506,1,0,1
