Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Source,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202506,40,51000,143,195,6400,0,20706,538,46140,2, ,74008,3,7,3,Bixby,21,21,3737709,0,0,0,0,0,0,0,0,0
202506,40,54000,71,205,6600,0,7092,999,38620, , ,74631,3,7,5,Blackwell,1,1,137900,0,0,0,0,0,0,0,0,0
202506,40,58000,87,215,6700,0,5760,416,36420,2, ,73010,3,7,5,Blanchard,4,4,1118658,0,0,0,0,0,0,0,0,0
202506,40,60000,25,225,7300,0,1266,999,99999, , ,739330129,3,7,5,Boise City,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,69000,71,265,8450,0,217,999,38620, , ,746320048,3,7,5,Braman town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,73000,37,285,8900,0,4222,538,46140, , ,74010,3,7,3,Bristow,1,1,159000,0,0,0,0,0,0,0,0,0
202506,40,74000,143,290,9050,0,80634,538,46140,2, ,74013,3,7,3,Broken Arrow,53,53,10962673,0,0,0,0,0,0,0,0,0
202506,40,76000,89,295,9100,0,4120,999,99999, , ,74728,3,7,5,Broken Bow,1,1,269434,0,0,0,0,0,0,0,0,0
202506,40,81000,59,810,9850,0,1299,999,99999, , ,73834,3,7,5,Buffalo town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,84000,149,325,10250,0,2057,555,48220, , ,73624,3,7,5,Burns Flat town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,89000,31,345,10700,0,2796,334,30020, , ,73527,3,7,5,Cache,2,2,3796,0,0,0,0,0,0,0,0,0
202506,40,93000,17,360,11050,0,507,416,36420, , ,73014,3,7,5,Calumet town,1,1,337500,0,0,0,0,0,0,0,0,0
202506,40,94000,63,365,11100,0,294,999,99999, , ,745310368,3,7,5,Calvin town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,100000,11,390,11600,0,625,999,99999, , ,73724,3,7,5,Canton town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,103500,121,1055,11990,0, ,999,32540, , ,74432,3,7,5,Carlton Landing town,2,2,1600000,0,0,0,0,0,0,0,0,0
202506,40,104000,3,405,12000,0,355,999,99999, , ,73726,3,7,5,Carmen town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,107000,47,417,12200,0,85,999,21420,2, ,737270085,3,7,5,Carrier town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,110000,73,425,12650,0,600,999,99999,2, ,73016,3,7,3,Cashion town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,113000,131,435,12900,0,5487,538,46140,2, ,74015,3,7,5,Catoosa,1,1,333311,0,0,0,0,0,0,0,0,0
202506,40,117000,81,455,13500,0,3100,416,36420, , ,74834,3,7,5,Chandler,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,120000,91,465,13650,0,3335,999,99999, , ,74426,3,7,5,Checotah,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,121000,131,470,13700,0,1964,538,46140, , ,74016,3,7,5,Chelsea town,1,1,139007,0,0,0,0,0,0,0,0,0
202506,40,122000,3,475,13750,0,1498,999,99999, , ,737281515,3,7,5,Cherokee,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,124000,129,480,13900,0,801,999,99999, , ,73628,3,7,5,Cheyenne town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,125000,51,485,13950,0,16036,416,36420, , ,73018,3,7,3,Chickasha,12,12,3876499,0,0,0,0,0,0,0,0,0
202506,40,126000,109,490,14200,0,11146,416,36420, , ,73020,3,7,3,Choctaw,6,6,1806819,0,0,0,0,0,0,0,0,0
202506,40,128000,97,495,14300,0,2097,999,99999, , ,743370819,3,7,5,Chouteau town,1,1,121968,0,0,0,0,0,0,0,0,0
202506,40,131000,131,500,14700,0,18581,538,46140, , ,74017,3,7,3,Claremore,18,18,5328300,0,0,0,0,0,0,0,0,0
202506,40,132000,131,    ,99990,0,55608,538,46140,2, ,740177863,3,7,3,Claremore-Rogers County Part Unincorporated Area,27,27,5970830,0,0,0,0,0,0,0,0,0
202506,40,136000,117,515,15350,0,3251,538,46140, , ,74020,3,7,5,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,138000,39,520,15400,0,9029,555,48220,2, ,73601,3,7,5,Clinton,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,141000,29,525,15800,0,1967,999,99999, , ,74538,3,7,5,Coalgate,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,146000,143,540,16350,0,5599,538,46140,2, ,74021,3,7,5,Collinsville,8,8,1600230,0,0,0,0,0,0,0,0,0
202506,40,148000,137,545,16450,0,1663,334,20340, , ,73529,3,7,5,Comanche,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,152000,147,560,17100,0,733,538,12780, , ,740220219,3,7,5,Copan town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,158000,145,585,17800,0,9943,538,46140, , ,74429,3,7,3,Coweta,14,14,3563900,0,0,0,0,0,0,0,0,0
202506,40,163000,83,600,18250,0,1411,416,36420, , ,730280561,3,7,5,Crescent,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,166000,119,615,18850,0,7826,999,44660, , ,74023,3,7,5,Cushing,1,1,302641,0,0,0,0,0,0,0,0,0
202506,40,171000,81,635,19350,0,814,416,36420, , ,74026,3,7,5,Davenport town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,174000,99,645,19450,0,2683,999,99999,2, ,73030,3,7,5,Davis,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,176000,109,660,19900,0,21332,416,36420, , ,731155177,3,7,3,Del City,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,179000,37,665,20300,0,476,538,46140, , ,740280357,3,7,5,Depew town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,182000,147,680,20550,0,3432,538,12780, , ,74029,3,7,5,Dewey,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,190000,73,707,21350,0,464,999,99999, , ,73734,3,7,5,Dover town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,191000,47,715,21700,0,455,999,21420, , ,73735,3,7,5,Drummond town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,192000,37,720,21750,0,2842,538,46140,2, ,74030,3,7,5,Drumright,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,194000,137,725,21900,0,23431,334,20340, ,2,73533,3,7,3,Duncan,17,17,3722000,0,0,0,0,0,0,0,0,0
202506,40,195000,13,730,22050,0,15856,206,20460, ,2,74701,3,7,5,Durant,7,7,2473236,1,2,208048,0,0,0,2,10,1762500
202506,40,199000,65,747,22550,0,424,999,11060, , ,735320340,3,7,5,East Duke town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,201000,109,755,23200,0,81405,416,36420, , ,730832970,3,7,3,Edmond,44,44,24586713,5,10,3000000,0,0,0,0,0,0
202506,40,202000,17,785,23700,0,16749,416,36420, , ,73036,3,7,5,El Reno,9,9,1225559,1,2,205000,0,0,0,0,0,0
202506,40,204000,31,765,23450,0,2156,334,30020, , ,73538,3,7,3,Elgin,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,205000,9,770,23500,0,11693,555,21120, ,2,73644,3,7,5,Elk City,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,208000,49,780,23600,0,697,999,99999, , ,734330068,3,7,5,Elmore City town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,210000,47,790,23950,0,49379,999,21420, ,1,737021768,3,7,3,Enid,1,1,700000,5,10,1123000,0,0,0,0,0,0
202506,40,213000,91,800,24650,0,2813,999,99999, , ,744320684,3,7,3,Eufaula,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,216000,113,806,24850,0,1380,538,46140, , ,74637,3,7,5,Fairfax town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,218000,47,815,24950,0,134,999,21420, , ,737360059,3,7,5,Fairmont town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,219000,93,820,25100,0,2579,999,99999, , ,73737,3,7,5,Fairview,1,1,50000,0,0,0,0,0,0,0,0,0
202506,40,226000,31,840,26350,0,1177,334,30020, , ,735410448,3,7,5,Fletcher town,1,1,276556,0,0,0,0,0,0,0,0,0
202506,40,228000,109,850,26850,0,998,416,36420, , ,73121,3,7,5,Forest Park town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,230000,15,860,27100,0,634,999,99999, , ,73038,3,7,5,Fort Cobb town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,231000,101,865,27200,0,4132,538,34780,2, ,74434,3,7,5,Fort Gibson town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,232000,153,870,27350,0,330,999,49260, , ,738410156,3,7,5,Fort Supply town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,237000,141,895,27800,0,3940,999,99999, , ,73542,3,7,5,Frederick,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,239000,45,905,28250,0,442,999,99999, , ,73843,3,7,5,Gage town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,241000,47,915,28500,0,822,999,21420, , ,73738,3,7,5,Garber,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,246000,11,930,28900,0,1077,999,99999,2, ,73040,3,7,5,Geary,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,249000,31,940,29100,0,1268,334,30020, , ,73543,3,7,5,Geronimo town,1,1,290000,0,0,0,0,0,0,0,0,0
202506,40,252000,143,955,29600,0,10808,538,46140, , ,740330070,3,7,3,Glenpool,7,7,1407982,0,0,0,0,0,0,0,0,0
202506,40,253000,87,958,29850,0,1801,416,36420, , ,73093,3,7,5,Goldsby town,2,2,994561,0,0,0,0,0,0,0,0,0
202506,40,254000,3,960,29900,0,249,999,99999, , ,73739,3,7,5,Goltry town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,255000,139,965,30200,0,1293,999,25100, , ,73939,3,7,5,Goodwell town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,256000,135,970,30300,0,977,999,22900, , ,74435,3,7,5,Gore town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,263000,141,995,30850,0,1038,999,99999, , ,73546,3,7,5,Grandfield,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,269000,41,1015,31600,0,6623,999,99999, , ,74344,3,7,3,Grove,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,270000,83,1020,31700,0,10191,416,36420, , ,73044,3,7,5,Guthrie,8,8,2358701,0,0,0,0,0,0,0,0,0
202506,40,271000,139,1025,31750,0,11442,999,25100, ,2,73942,3,7,5,Guymon,1,1,302641,0,0,0,0,0,0,0,0,0
202506,40,281000,109,1060,32750,0,5095,416,36420, , ,73045,3,7,5,Harrah,14,14,4026236,0,0,0,0,0,0,0,0,0
202506,40,282000,121,1065,32850,0,2125,999,32540,2, ,74547,3,7,5,Hartshorne,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,284000,101,1070,32900,0,2007,538,34780, , ,74436,3,7,3,Haskell town,1,1,296017,0,0,0,0,0,0,0,0,0
202506,40,288000,19,1090,33350,0,2788,999,11620, , ,73438,3,7,5,Healdton,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,289000,79,1095,33400,0,3414,999,99999, , ,749373215,3,7,5,Heavener,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,291000,13,1103,33600,0,79,206,20460, , ,74741,3,7,5,Hendrix town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,292000,73,1105,33700,0,2131,999,99999, , ,73742,3,7,5,Hennessey town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,293000,111,1110,33750,0,5927,538,46140, , ,74437,3,7,5,Henryetta,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,296000,15,1135,34750,0,3196,999,99999, , ,73047,3,7,5,Hinton town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,299000,75,1150,35000,0,3756,999,99999, , ,73651,3,7,5,Hobart,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,301000,63,1160,35400,0,5771,999,99999, , ,74848,3,7,5,Holdenville,1,1,145000,0,0,0,0,0,0,0,0,0
202506,40,304000,113,1175,35850,0,3565,538,46140, , ,74035,3,7,5,Hominy,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,305000,139,1180,36000,0,1918,999,25100, , ,739450067,3,7,5,Hooker,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,309000,23,1190,36300,0,5310,999,99999, , ,74743,3,7,3,Hugo,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,310000,21,1192,36400,0,590,999,45140, , ,74441,3,7,5,Hulbert town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,314000,89,1205,36750,0,7010,999,99999, , ,74745,3,7,5,Idabel,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,315000,31,1210,36850,0,344,334,30020, , ,735520038,3,7,5,Indiahoma town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,317000,131,1220,37100,0,1788,538,46140, , ,74036,3,7,4,Inola town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,320000,41,1230,37650,0,2448,999,99999, , ,74346,3,7,5,Jay,1,1,302641,0,0,0,0,0,0,0,0,0
202506,40,323000,143,1240,37800,0,16924,538,46140, , ,74037,3,7,3,Jenks,4,4,1167060,0,0,0,0,0,0,0,0,0
202506,40,328000,109,1255,38350,0,2692,416,36420, , ,73049,3,7,3,Jones town,1,1,296017,0,0,0,0,0,0,0,0,0
202506,40,330000,71,1265,38800,0,375,999,38620, , ,746410030,3,7,5,Kaw City,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,339000,37,1315,39750,0,1685,538,46140, , ,740410369,3,7,3,Kiefer town,2,2,400000,0,0,0,0,0,0,0,0,0
202506,40,341000,73,1325,39850,0,4633,999,99999, , ,73750,3,7,5,Kingfisher,1,1,65735,0,0,0,0,0,0,0,0,0
202506,40,346000,121,1340,40000,0,731,999,32540, , ,745530069,3,7,5,Kiowa town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,348000,133,1350,40200,0,1298,999,99999, , ,74849,3,7,5,Konawa,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,349000,121,1355,40300,0,2053,999,32540, , ,745540156,3,7,3,Krebs,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,350000,47,1360,40400,0,255,999,21420, , ,73753,3,7,5,Kremlin town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,351000,47,1365,40700,0,611,999,21420, , ,737540443,3,7,5,Lahoma town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,352000,109,1370,40800,0,88,416,36420, , ,73121,3,7,5,Lake Aluma town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,355000,53,1385,41350,0,417,999,99999, , ,746430187,3,7,5,Lamont town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,357000,83,1395,41550,0,1724,416,36420, , ,730501256,3,7,5,Langston town,2,2,575177,0,0,0,0,0,0,0,0,0
202506,40,359000,59,1400,41700,0,1344,999,99999, , ,73848,3,7,5,Laverne town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,361000,31,1405,41850,0,96867,334,30020, ,1,73501,3,7,3,Lawton,4,4,696920,2,4,477000,0,0,0,0,0,0
202506,40,368000,27,1430,42700,0,2152,416,36420, , ,73051,3,7,5,Lexington,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,373000,49,1435,43150,0,2840,999,99999, , ,73052,3,7,5,Lindsay,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,377000,19,1452,43750,0,5054,999,11620, , ,734430304,3,7,3,Lone Grove,2,2,592410,0,0,0,0,0,0,0,0,0
202506,40,378000,75,1455,43850,0,438,999,99999, , ,73655,3,7,5,Lone Wolf town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,381000,143,1468,44100,0,2,538,46140, , ,74063,3,7,5,Lotsee town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,385000,109,1485,44500,0,1221,416,36420, , ,73054,3,7,3,Luther town,1,1,296017,0,0,0,0,0,0,0,0,0
202506,40,387000,95,1520,45750,0,3770,999,99999, , ,734462221,3,7,3,Madill,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,390000,55,1530,46050,0,3010,999,99999, , ,73554,3,7,5,Mangum,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,392000,37,1540,46200,0,3045,538,46140,2, ,74044,3,7,3,Mannford town,4,4,940000,0,0,0,0,0,0,0,0,0
202506,40,398000,85,1560,46500,0,2626,999,99999, , ,73448,3,7,5,Marietta,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,400000,137,1570,46600,0,4662,334,20340, , ,730550113,3,7,5,Marlow,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,408000,49,1595,47150,0,1220,999,99999,2, ,73057,3,7,5,Maysville town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,409000,121,1490,44800,0,18383,999,32540, ,2,74502,3,7,5,McAlester,1,1,242356,0,0,0,0,0,0,0,0,0
202506,40,411000,87,    ,99990,0,11143,416,36420, , ,73080,3,7,5,McClain County Unincorporated Area,8,8,1519970,0,0,0,0,0,0,0,0,0
202506,40,415000,125,1510,45350,0,4044,416,43060, , ,74851,3,7,5,McLoud,1,1,204898,0,0,0,0,0,0,0,0,0
202506,40,417000,53,1600,47300,0,996,999,99999, , ,73759,3,7,5,Medford,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,418000,31,1603,47350,0,382,334,30020, , ,735570231,3,7,5,Medicine Park town,1,1,239878,0,0,0,0,0,0,0,0,0
202506,40,419000,81,1605,47450,0,1144,416,36420, , ,74855,3,7,5,Meeker town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,422000,115,1620,48000,0,13570,309,33060, ,2,743551288,3,7,5,Miami,2,2,390416,0,0,0,0,0,0,0,0,0
202506,40,423000,109,1630,48350,0,54371,416,36420, , ,73110,3,7,3,Midwest City,3,3,820000,12,24,2500000,0,0,0,0,0,0
202506,40,426000,89,1642,48600,0,320,999,99999, , ,74750,3,7,5,Millerton town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,427000,51,1645,48750,0,1632,416,36420, , ,73059,3,7,5,Minco,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,428000,135,1650,49000,0,128,999,22900, , ,74946,3,7,5,Moffett town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,429000,27,1655,49200,0,55081,416,36420, , ,73160,3,7,3,Moore,5,5,2354000,0,0,0,0,0,0,0,0,0
202506,40,430000,153,1660,49250,0,1190,999,49260, , ,73852,3,7,5,Mooreland town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,431000,111,1665,49400,0,1479,538,46140, , ,74445,3,7,5,Morris,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,433000,37,1675,49550,0,1168,538,46140,2, ,74047,3,7,5,Mounds town,1,1,66750,0,0,0,0,0,0,0,0,0
202506,40,436000,135,1690,49850,0,3466,999,22900, , ,749480429,3,7,5,Muldrow town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,439000,101,1700,50050,0,39223,538,34780, ,2,74401,3,7,5,Muskogee,3,3,630902,0,0,0,0,0,0,0,0,0
202506,40,441000,17,1705,50100,0,17395,416,36420, , ,73064,3,7,3,Mustang,8,8,1740000,0,0,0,0,0,0,0,0,0
202506,40,446000,149,1730,51250,0,2915,555,48220, , ,73632,3,7,5,New Cordell,1,1,287588,0,0,0,0,0,0,0,0,0
202506,40,448000,87,1728,51150,0,7685,416,36420, , ,73065,3,7,3,Newcastle,19,19,3493750,0,0,0,0,0,0,0,0,0
202506,40,449000,71,1735,51300,0,2317,999,38620, , ,74647,3,7,5,Newkirk,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,450000,109,1745,51800,0,3710,416,36420, , ,731166431,3,7,3,Nichols Hills,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,451000,109,1746,51850,0,2393,416,36420, , ,73066,3,7,5,Nicoma Park,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,451500,51,1748,52100,0,1002,416,36420, , ,73067,3,7,5,Ninnekah town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,452000,27,1750,52150,0,6481,416,36420, , ,73068,3,7,5,Noble,1,1,218182,0,0,0,0,0,0,0,0,0
202506,40,455000,27,1755,52500,0,110925,416,36420, , ,73070,3,7,3,Norman,22,22,9417980,0,0,0,0,0,0,1,8,1377864
202506,40,456000,47,1760,52600,0,860,999,21420, , ,737016653,3,7,5,North Enid town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,457000,115,1765,52700,0,374,309,33060, , ,74358,3,7,5,North Miami town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,458000,105,1770,52900,0,3731,999,99999, , ,74048,3,7,5,Nowata,2,2,365627,0,0,0,0,0,0,0,0,0
202506,40,460000,95,1775,53400,0,1057,999,99999,2, ,734460541,3,7,5,Oakland town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,462000,41,1777,53550,0,288,999,99999,2, ,743590138,3,7,5,Oaks town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,467000,73,1795,54050,0,890,999,99999,2, ,73762,3,7,5,Okarche town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,469000,11,1805,54150,0,1204,999,99999, , ,73763,3,7,5,Okeene town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,470000,107,1810,54200,0,3223,999,99999, , ,74859,3,7,5,Okemah,1,1,302641,0,0,0,0,0,0,0,0,0
202506,40,475000,109,1815,55000,0,471671,416,36420,2,1,73102,3,7,5,Oklahoma City,298,298,80018571,10,20,2011795,1,3,815172,5,94,10531016
202506,40,477000,109,    ,99990,0,22255,416,36420, , ,731023431,3,7,3,Oklahoma County Unincorporated Area,5,5,3041000,0,0,0,0,0,0,0,0,0
202506,40,478000,111,4670,55150,0,12321,538,46140, , ,74447,3,7,3,Okmulgee,1,1,296017,0,0,0,0,0,0,0,0,0
202506,40,483000,139,1840,55850,0,356,999,25100, , ,739450176,3,7,5,Optima town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,485000,113,    ,99990,0,23703,538,46140, , ,74056,3,7,4,Osage County Unincorporated Area,4,4,1184067,0,0,0,0,0,0,0,0,0
202506,40,489000,143,1855,56650,0,26301,538,46140,2, ,74055,3,7,4,Owasso,7,7,2072117,0,0,0,0,0,0,0,0,0
202506,40,493000,135,1872,57150,0,85,999,22900, , ,74435,3,7,5,Paradise Hill town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,494000,49,1875,57550,0,6187,999,99999, , ,73075,3,7,5,Pauls Valley,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,495000,113,1880,57600,0,3584,538,46140, , ,74056,3,7,5,Pawhuska,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,496000,117,1885,57650,0,2196,538,46140, , ,74058,3,7,5,Pawnee,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,502000,103,1910,58250,0,5126,999,99999, , ,730770798,3,7,5,Perry,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,505000,17,1925,58700,0,5712,416,36420,2, ,73078,3,7,3,Piedmont,16,16,6009000,0,0,0,0,0,0,0,0,0
202506,40,510000,79,1933,59750,0,4056,999,99999, , ,74902,3,7,5,Pocola town,2,2,428451,0,0,0,0,0,0,0,0,0
202506,40,511000,71,1935,59850,0,25387,999,38620, ,2,74601,3,7,3,Ponca City,3,3,850000,0,0,0,0,0,0,0,0,0
202506,40,513000,53,1940,59950,0,856,999,99999, , ,73766,3,7,5,Pond Creek,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,517000,79,1955,60350,0,8520,999,99999, , ,74953,3,7,5,Poteau,1,1,132396,0,0,0,0,0,0,0,0,0
202506,40,519000,81,1960,60500,0,2386,416,36420,2, ,74864,3,7,5,Prague,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,521000,97,1970,61000,0,9539,999,99999, , ,74362,3,7,3,Pryor Creek,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,523000,87,1975,61150,0,5884,416,36420,2, ,730804222,3,7,5,Purcell,1,1,205539,0,0,0,0,0,0,0,0,0
202506,40,526000,115,1985,61400,0,906,309,33060, , ,743630706,3,7,5,Quapaw town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,536000,69,2020,62000,0,528,999,99999, , ,73455,3,7,5,Ravia town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,548000,123,2075,63750,0,725,999,10220, , ,748650323,3,7,5,Roff town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,551000,135,2080,63800,0,3169,999,22900, , ,74954,3,7,5,Roland town,5,5,510000,0,0,0,0,0,0,0,0,0
202506,40,555000,51,2100,64300,0,1231,416,36420, , ,73082,3,7,5,Rush Springs town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,557000,97,2115,64950,0,1396,999,99999, , ,743650276,3,7,5,Salina town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,558000,135,2120,65000,0,8880,999,22900, , ,74955,3,7,5,Sallisaw,2,2,419933,1,2,235000,0,0,0,0,0,0
202506,40,560000,143,2125,65300,0,18515,538,46140,2, ,74063,3,7,3,Sand Springs,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,561000,37,2135,65400,0,20501,538,46140,2, ,74066,3,7,5,Sapulpa,6,6,1355488,0,0,0,0,0,0,2,10,769231
202506,40,564000,9,2150,65700,0,4375,555,21120, , ,73662,3,7,5,Sayre,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,565000,43,2160,66250,0,860,999,99999,2, ,73663,3,7,5,Seiling,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,566000,133,2165,66350,0,7488,999,99999, , ,74868,3,7,5,Seminole,3,3,541368,0,0,0,0,0,0,1,6,720000
202506,40,574000,45,2190,66750,0,1356,999,99999, , ,73858,3,7,5,Shattuck town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,575000,125,2195,66800,0,29857,416,43060, ,2,74801,3,7,3,Shawnee,1,1,325000,0,0,0,0,0,0,0,0,0
202506,40,579000,113,2210,67850,0,5267,538,46140,2, ,74070,3,7,3,Skiatook,3,3,650000,4,8,1400000,0,0,0,0,0,0
202506,40,581000,27,2212,67950,0,4137,416,36420, , ,73051,3,7,5,Slaughterville town,1,1,376667,0,0,0,0,0,0,0,0,0
202506,40,584000,75,2230,68400,0,1394,999,99999, , ,73566,3,7,5,Snyder,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,586000,105,2245,68600,0,785,999,99999, , ,74072,3,7,5,South Coffeyville town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,589000,109,2260,69200,0,3912,416,36420, , ,73084,3,7,5,Spencer,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,590000,143,2265,69300,0,1177,538,46140,2, ,74073,3,7,3,Sperry town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,591000,79,2270,69350,0,2164,999,99999, , ,74959,3,7,5,Spiro town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,592000,97,2273,69400,0,322,999,99999, , ,74361,3,7,5,Sportsmen Acres town,0,0,0,0,0,0,0,0,0,0,0,0
202506,40,598000,61,2295,70250,0,2685,999,99999, , ,74462,3,7,5,Stigler,1,1,54286,0,0,0,0,0,0,0,0,0
