Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Source,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202506,13,483000,19,1985,54264,0,4811,999,99999, , ,31639,3,5,5,Nashville,0,0,0,0,0,0,0,0,0,1,5,616305
202506,13,486000,227,2000,54572,0,770,122,12060,2, ,30151,3,5,5,Nelson,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,489000,77,2015,55020,0,42885,122,12060, , ,30263,3,5,3,Newnan,2,2,608046,0,0,0,0,0,0,0,0,0
202506,13,490000,7,2020,55244,0,558,999,99999, , ,31770,3,5,5,Newton,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,491000,217,    ,99990,0,93857,122,12060,2, ,30014,3,5,4,Newton County Unincorporated Area,12,12,3552200,0,0,0,0,0,0,0,0,0
202506,13,493000,157,2030,55468,0,1909,122,27600, , ,305650365,3,5,5,Nicholson,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,494000,135,2035,55776,0,18003,122,12060, , ,300712564,3,5,3,Norcross,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,496000,219,2060,56308,0,736,122,12020, , ,306210129,3,5,5,North High Shoals town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,500000,139,2090,57260,0,4305,122,23580, , ,30566,3,5,3,Oakwood,15,15,2970903,0,0,0,0,0,0,0,0,0
202506,13,503000,219,    ,99990,0,36117,122,12020,2, ,30677,3,5,3,Oconee County Unincorporated Area,9,9,5064880,0,0,0,0,0,0,0,0,0
202506,13,507000,221,    ,0,0,13718,122,12020, , ,30648,3,5,5,Oglethorpe County,11,11,2158015,0,0,0,0,0,0,0,0,0
202506,13,513000,217,2150,58744,0,2337,122,12060, , ,30054,3,5,4,Oxford,1,1,296017,0,0,0,0,0,0,0,0,0
202506,13,515000,121,2155,58884,0,4619,122,12060,2, ,30268,3,5,3,Palmetto,5,5,1121449,0,0,0,0,0,0,0,0,0
202506,13,516000,273,2160,59416,0,136,999,10500, , ,398770038,3,5,5,Parrott town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,518000,223,    ,99990,0,154491,122,12060,2, ,301324614,3,5,3,Paulding County Unincorporated Area,105,105,11036928,0,0,0,0,0,0,0,0,0
202506,13,522000,225,    ,99990,0,12924,356,47580,2, ,31030,3,5,5,Peach County Unincorporated Area,5,5,925032,0,0,0,0,0,0,0,0,0
202506,13,523000,113,2177,59724,0,36763,122,12060, , ,30269,3,5,5,Peachtree City,13,13,5328293,0,0,0,0,0,0,0,0,0
202506,13,523500,135,    ,59735,0,44294,122,12060, , ,30092,3,5,3,Peachtree Corners,17,17,4961264,0,0,0,0,0,0,0,0,0
202506,13,525000,205,2185,59976,0,3408,999,99999, , ,31779,3,5,5,Pelham,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,526000,29,2190,60004,0,2683,496,42340, , ,31321,3,5,3,Pembroke,4,4,725169,0,0,0,0,0,0,0,0,0
202506,13,527000,157,2195,60032,0,577,122,27600, , ,305670095,3,5,5,Pendergrass town,1,1,163333,0,0,0,0,0,0,0,0,0
202506,13,528000,153,2210,60340,0,18750,356,47580,2, ,310696030,3,5,3,Perry,13,13,2565448,0,0,0,0,0,0,0,0,0
202506,13,530000,227,    ,99990,0,28244,122,12060, , ,30143,3,5,5,Pickens County Unincorporated Area,15,15,6574453,0,0,0,0,0,0,0,0,0
202506,13,531000,229,    ,99990,0,14794,999,48180,2, ,31516,3,5,3,Pierce County Unincorporated Area,9,9,2034000,0,0,0,0,0,0,0,0,0
202506,13,532000,231,    ,99990,0,16375,122,12060, , ,30295,3,5,3,Pike County,11,11,3256184,0,0,0,0,0,0,0,0,0
202506,13,533000,89,2230,61040,0,749,122,12060, , ,30072,3,5,4,Pine Lake,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,540000,233,    ,99990,0,26827,122,16340, , ,30125,3,5,5,Polk County Unincorporated Area,10,10,2875883,0,0,0,0,0,0,0,0,0
202506,13,541000,51,2280,62104,0,26022,496,42340, , ,31322,3,5,3,Pooler,47,47,4237948,0,0,0,0,0,0,1,32,5615878
202506,13,542000,51,2295,62328,0,9812,496,42340, , ,31407,3,5,3,Port Wentworth,22,22,372460,0,0,0,0,0,0,0,0,0
202506,13,544000,217,2290,62244,0,1475,122,12060, , ,30070,3,5,5,Porterdale,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,545000,321,2300,62496,0,770,999,10500, , ,317810069,3,5,5,Poulan,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,546000,67,2305,62524,0,15801,122,12060, , ,30127,3,5,5,Powder Springs,15,15,2649268,0,0,0,0,0,0,1,18,3020361
202506,13,548000,235,    ,0,0,5867,999,99999, , ,31036,3,5,3,Pulaski County,2,2,592410,0,0,0,0,0,0,0,0,0
202506,13,550000,237,    ,0,0,15680,999,99999, , ,31024,3,5,3,Putnam County,1,1,350000,0,0,0,0,0,0,0,0,0
202506,13,552000,239,    ,0,0,2271,999,21640, , ,39854,3,5,5,Quitman County,1,1,127342,0,0,0,0,0,0,0,0,0
202506,13,553000,241,    ,99990,0,12919,999,99999, , ,30525,3,5,3,Rabun County Unincorporated Area,10,10,8773000,0,0,0,0,0,0,0,0,0
202506,13,554000,243,    ,99990,0,2405,999,99999,2, ,39840,3,5,5,Randolph County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,556000,19,2340,63728,0,1098,999,99999,2, ,31639,3,5,5,Ray City,4,4,1908169,0,0,0,0,0,0,0,0,0
202506,13,560000,267,2350,64512,0,2665,999,99999, , ,30453,3,5,5,Reidsville,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,561000,185,2355,64596,0,1061,999,46660, , ,316014349,3,5,5,Remerton,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,564000,135,2375,64792,0,30,122,12060,2, ,30518,3,5,5,Rest Haven town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,566000,269,2380,64876,0,953,999,99999, , ,310760386,3,5,5,Reynolds,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,569000,259,2395,65016,0,1655,194,17980, , ,318250126,3,5,5,Richland,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,571000,29,2402,65044,0,14408,496,42340,2, ,31324,3,5,5,Richmond Hill,10,10,3992937,0,0,0,0,0,0,1,5,885955
202506,13,573000,103,2410,65296,0,10655,496,42340, , ,31326,3,5,3,Rincon,6,6,1378251,0,0,0,0,0,0,0,0,0
202506,13,575000,63,2420,65464,0,15516,122,12060, , ,30296,3,5,5,Riverdale,0,0,0,0,0,0,0,0,0,1,5,1202571
202506,13,579000,247,    ,99990,0,74832,122,12060, , ,30012,3,5,4,Rockdale County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,580000,233,2440,66276,0,4492,122,16340, , ,30153,3,5,5,Rockmart,1,1,250000,0,0,0,0,0,0,0,0,0
202506,13,584000,295,2465,67256,0,3996,174,16860, , ,307410159,3,5,5,Rossville,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,585000,121,4680,67284,0,95434,122,12060,2,1,30075,3,5,3,Roswell,2,2,2430000,0,0,0,0,0,0,0,0,0
202506,13,586000,119,2475,67452,0,1916,999,99999,2, ,30662,3,5,5,Royston,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,592000,303,2515,68208,0,5275,999,99999, , ,31082,3,5,5,Sandersville,1,1,130000,0,0,0,0,0,0,0,0,0
202506,13,592700,121,2518,68516,0,109928,122,12060, ,1,30328,3,5,4,Sandy Springs,30,30,8880501,0,0,0,0,0,0,0,0,0
202506,13,595000,273,2535,68796,0,257,999,10500, , ,39885,3,5,5,Sasser town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,596000,51,2540,69000,0,143632,496,42340, ,1,314128246,3,5,5,Savannah,45,45,11584022,1,2,189580,0,0,0,0,0,0
202506,13,597000,249,    ,99990,0,3362,999,11140, , ,318060352,3,5,5,Schley County Unincorporated Area,1,1,212798,0,0,0,0,0,0,0,0,0
202506,13,601000,251,    ,0,0,10612,999,99999, , ,30467,3,5,5,Screven County,1,1,156386,0,0,0,0,0,0,0,0,0
202506,13,602000,253,    ,99990,0,5282,999,99999,2, ,39845,3,5,5,Seminole County Unincorporated Area,1,1,78000,0,0,0,0,0,0,0,0,0
202506,13,603000,77,2565,69672,0,4528,122,12060, , ,30276,3,5,3,Senoia,9,9,4079227,0,0,0,0,0,0,0,0,0
202506,13,604000,159,2575,69784,0,227,122,12060, , ,31085,3,5,5,Shady Dale town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,606000,77,2590,69980,0,357,122,12060, , ,302770397,3,5,5,Sharpsburg town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,609000,133,2600,70932,0,275,999,99999, , ,30665,3,5,5,Siloam town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,610000,241,2602,71282,0,273,999,99999, , ,30537,3,5,5,Sky Valley,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,613000,67,2615,71492,0,56443,122,12060, , ,30081,3,5,3,Smyrna,3,3,679340,0,0,0,0,0,0,0,0,0
202506,13,614000,135,2620,71604,0,20185,122,12060, , ,30078,3,5,3,Snellville,14,14,4550000,0,0,0,0,0,0,0,0,0
202506,13,616000,297,2625,71660,0,4628,122,12060,2, ,30025,3,5,3,Social Circle,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,617000,283,2630,71772,0,3101,999,99999, , ,30457,3,5,5,Soperton,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,617800,121,    ,72122,0,102567,122,12060, , ,30336,3,5,4,South Fulton,38,38,11248634,0,0,0,0,0,0,0,0,0
202506,13,618000,255,    ,99990,0,44373,122,12060,2, ,30223,3,5,5,Spalding County Unincorporated Area,26,26,5957631,0,0,0,0,0,0,0,0,0
202506,13,619000,75,2635,72556,0,2015,999,99999, , ,31647,3,5,5,Sparks town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,620000,141,2640,72584,0,1220,999,99999, , ,31087,3,5,5,Sparta,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,621000,103,2645,72780,0,4063,496,42340, , ,313296816,3,5,3,Springfield,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,622000,39,2500,67984,0,18854,300,28680, , ,31558,3,5,3,St. Marys,5,5,1480083,0,0,0,0,0,0,0,0,0
202506,13,623000,163,2660,73004,0,393,999,99999, , ,30823,3,5,5,Stapleton,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,624000,31,2665,73256,0,33204,496,44340, ,2,30458,3,5,3,Statesboro,53,53,7256248,0,0,0,0,0,0,0,0,0
202506,13,625000,13,2670,73312,0,2880,122,12060, , ,30666,3,5,5,Statham,4,4,815348,0,0,0,0,0,0,0,0,0
202506,13,626000,257,    ,99990,0,17219,999,45740, , ,30577,3,5,5,Stephens County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,627000,259,    ,99990,0,3754,194,17980, , ,31815,3,5,5,Stewart County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,629000,151,2680,73704,0,30125,122,12060, , ,30281,3,5,4,Stockbridge,44,44,13024734,0,0,0,0,0,0,0,0,0
202506,13,630000,89,2685,73816,0,6312,122,12060, , ,30083,3,5,4,Stone Mountain,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,629500,89,    ,73784,90150,55642,122,12060, , ,30038,3,5,3,Stonecrest,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,631000,135,2690,74180,0,25132,122,12060, , ,30518,3,5,5,Sugar Hill,20,20,2916608,0,0,0,0,0,0,0,0,0
202506,13,633000,55,2700,74376,0,4238,174,44900, ,2,30747,3,5,5,Summerville,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,635000,261,    ,99990,0,12897,999,11140,2, ,31709,3,5,5,Sumter County Unincorporated Area,2,2,437680,0,0,0,0,0,0,0,0,0
202506,13,638000,135,2720,74936,0,21803,122,12060, , ,30024,3,5,3,Suwanee,4,4,4095699,7,14,4095392,0,0,0,0,0,0
202506,13,639000,107,2725,74964,0,7491,999,99999, , ,30401,3,5,5,Swainsboro,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,642000,321,2740,75188,0,5690,999,10500, , ,31791,3,5,5,Sylvester,1,1,250209,0,0,0,0,0,0,1,5,709713
202506,13,643000,263,    ,99990,0,4602,194,17980, , ,31827,3,5,5,Talbot County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,646000,227,2750,75272,0,76,122,12060, , ,30175,3,5,5,Talking Rock town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,647000,143,2755,75300,0,3231,122,12060, , ,30176,3,5,5,Tallapoosa,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,648000,137,2760,75328,0,98,122,18460,2, ,30573,3,5,5,Tallulah Falls town,1,1,150000,0,0,0,0,0,0,0,0,0
202506,13,650000,157,2765,75412,0,263,122,27600, , ,30549,3,5,5,Talmo town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,652000,267,    ,99990,0,16689,999,99999,2, ,30453,3,5,5,Tattnall County Unincorporated Area,3,3,445500,0,0,0,0,0,0,0,0,0
202506,13,653000,269,    ,99990,0,5305,999,99999, , ,31006,3,5,5,Taylor County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,657000,45,2785,75832,0,5028,122,12060,2, ,30179,3,5,3,Temple,5,5,1480083,0,0,0,0,0,0,1,8,1377864
202506,13,658000,303,2790,75888,0,2211,999,99999, , ,31089,3,5,3,Tennille,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,659000,273,    ,99990,0,3643,999,10500, , ,31742,3,5,5,Terrell County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,661000,275,    ,99990,0,21768,999,45620,2, ,31799,3,5,3,Thomas County Unincorporated Area,15,15,2924146,0,0,0,0,0,0,0,0,0
202506,13,662000,293,2800,76168,0,8770,122,45580, ,2,30286,3,5,5,Thomaston,1,1,448847,0,0,0,0,0,0,0,0,0
202506,13,663000,275,2805,76224,0,18493,999,45620, ,2,317991397,3,5,3,Thomasville,4,4,2026125,0,0,0,0,0,0,0,0,0
202506,13,665000,51,2815,76364,0,2601,496,42340, , ,31404,3,5,5,Thunderbolt town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,666000,277,    ,99990,0,21751,999,45700,2, ,317930826,3,5,5,Tift County Unincorporated Area,6,6,808944,0,0,0,0,0,0,0,0,0
202506,13,667000,277,2820,76476,0,17031,999,45700, ,2,31793,3,5,5,Tifton,3,3,387230,0,0,0,0,0,0,1,5,424107
202506,13,670000,257,2835,76756,0,8300,999,45740, ,2,30577,3,5,3,Toccoa,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,673000,281,    ,99990,0,9662,999,99999, , ,30582,3,5,3,Towns County Unincorporated Area,10,10,5088373,0,0,0,0,0,0,0,0,0
202506,13,674000,83,2850,77372,0,2153,174,16860, , ,30752,3,5,5,Trenton,1,1,187778,0,0,0,0,0,0,0,0,0
202506,13,676000,55,2855,77540,0,1905,174,44900, , ,30753,3,5,5,Trion town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,677000,285,    ,99990,0,33458,122,29300, , ,30240,3,5,3,Troup County Unincorporated Area,10,10,3784175,0,0,0,0,0,0,0,0,0
202506,13,677800,89,    ,77652,0,36857,122,12060, , ,30084,3,5,3,Tucker,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,679000,77,2865,77764,0,395,122,12060, , ,30289,3,5,3,Turin town,1,1,165000,0,0,0,0,0,0,0,0,0
202506,13,680000,287,    ,0,0,3383,999,45700, , ,317140191,3,5,3,Turner County,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,681000,289,    ,99990,0,6935,356,31420, , ,31044,3,5,3,Twiggs County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,682000,107,2870,77988,0,1698,999,99999, , ,30471,3,5,5,Twin City,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,684000,51,2873,78036,0,3051,496,42340, , ,31328,3,5,5,Tybee Island,1,1,521818,0,0,0,0,0,0,0,0,0
202506,13,685000,113,2875,78044,0,7718,122,12060, , ,30290,3,5,5,Tyrone town,1,1,446399,0,0,0,0,0,0,0,0,0
202506,13,687000,121,5520,78324,0,23301,122,12060, , ,30291,3,5,5,Union City,21,21,4924147,0,0,0,0,0,0,1,40,5282418
202506,13,688000,291,    ,0,0,24703,999,99999, , ,30512,3,5,3,Union County,18,18,9455828,0,0,0,0,0,0,0,0,0
202506,13,690000,293,    ,99990,0,17397,122,45580, , ,30286,3,5,3,Upson County Unincorporated Area,9,9,2437707,0,0,0,0,0,0,0,0,0
202506,13,692000,185,2910,78800,0,56668,999,46660,2,1,31601,3,5,5,Valdosta,44,44,10557380,0,0,0,0,0,0,0,0,0
202506,13,694000,51,2920,79164,0,123,496,42340, , ,31420,3,5,5,Vernonburg town,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,696000,279,2925,79388,0,10318,999,47080,2,2,30475,3,5,5,Vidalia,1,1,167500,1,2,140745,1,3,562500,0,0,0
202506,13,698000,45,2940,79528,0,9962,122,12060,2, ,30180,3,5,3,Villa Rica,21,21,8704588,0,0,0,0,0,0,0,0,0
202506,13,701000,163,2950,79864,0,1834,999,99999, , ,30477,3,5,5,Wadley,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,703000,295,    ,99990,0,53554,174,16860, , ,30739,3,5,3,Walker County Unincorporated Area,25,25,9721000,0,0,0,0,0,0,0,0,0
202506,13,704000,297,2960,80228,0,1367,122,12060, , ,30052,3,5,3,Walnut Grove,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,706000,297,    ,99990,0,65930,122,12060, , ,30655,3,5,3,Walton County Unincorporated Area,20,20,5920334,0,0,0,0,0,0,0,0,0
202506,13,707000,299,    ,99990,0,22369,999,48180, , ,31502,3,5,5,Ware County Unincorporated Area,2,2,289258,0,0,0,0,0,0,0,0,0
202506,13,708000,199,2965,80480,0,403,122,12060, , ,318300156,3,5,5,Warm Springs,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,709000,153,2970,80508,0,77925,356,47580,2,1,31093,3,5,3,Warner Robins,40,40,6314519,0,0,0,0,0,0,0,0,0
202506,13,711000,301,2975,80592,0,1707,999,99999, , ,30828,3,5,5,Warrenton,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,713000,317,2985,80704,0,3907,999,99999, , ,30673,3,5,5,Washington,3,3,529232,0,0,0,0,0,0,0,0,0
202506,13,714000,303,    ,99990,0,9837,999,99999, , ,310820308,3,5,5,Washington County Unincorporated Area,4,4,1210562,0,0,0,0,0,0,0,0,0
202506,13,715000,219,2990,80788,0,2962,122,12020, , ,306770027,3,5,5,Watkinsville,9,9,4160516,0,0,0,0,0,0,0,0,0
202506,13,718000,299,3000,80956,0,13457,999,48180,2,2,315020099,3,5,5,Waycross,1,1,236571,0,0,0,0,0,0,0,0,0
202506,13,719000,305,    ,99990,0,18901,496,27700,2, ,31598,3,5,3,Wayne County Unincorporated Area,4,4,1178500,0,0,0,0,0,0,0,0,0
202506,13,720000,33,3005,80984,0,5388,999,12260, , ,30830,3,5,5,Waynesboro,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,721000,307,    ,99990,0,2595,999,99999, , ,318240029,3,5,5,Webster County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,723000,285,3020,82132,0,2868,122,29300,2, ,31833,3,5,5,West Point,3,3,345000,0,0,0,0,0,0,0,0,0
202506,13,729000,15,3030,82468,0,722,122,12060, , ,30184,3,5,5,White,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,727000,311,    ,99990,0,26368,999,99999, , ,30528,3,5,3,White County Unincorporated Area,9,9,2665845,0,0,0,0,0,0,0,0,0
202506,13,731000,313,    ,0,0,66796,174,19140, , ,30721,3,5,5,Whitfield County Unincorporated Area,21,21,3653135,2,4,261137,0,0,0,1,5,333250
202506,13,733000,317,    ,99990,0,5106,999,99999, , ,30673,3,5,3,Wilkes County Unincorporated Area,4,4,695000,0,0,0,0,0,0,0,0,0
202506,13,734000,319,    ,99990,0,4348,999,99999, , ,310420161,3,5,5,Wilkinson County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,737000,13,3065,83420,0,18273,122,12060, , ,30680,3,5,3,Winder,26,26,7964376,0,0,0,0,0,0,0,0,0
202506,13,739000,39,3075,83868,0,1346,300,28680, , ,315690026,3,5,5,Woodbine,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,740000,199,3080,83896,0,898,122,12060, , ,30293,3,5,5,Woodbury,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,741000,263,3085,83952,0,347,194,17980, , ,318360187,3,5,5,Woodland,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,742000,57,3090,84176,0,33625,122,12060, , ,30188,3,5,3,Woodstock,34,34,15422990,0,0,0,0,0,0,0,0,0
202506,13,745000,321,    ,99990,0,12728,999,10500,2, ,317912178,3,5,5,Worth County Unincorporated Area,2,2,510624,0,0,0,0,0,0,0,0,0
202506,13,747000,167,3110,84512,0,3606,999,20140, , ,31096,3,5,5,Wrightsville,0,0,0,0,0,0,0,0,0,0,0,0
202506,13,748000,293,3115,84708,0,360,122,45580, , ,30286,3,5,5,Yatesville town,5,5,1351476,0,0,0,0,0,0,0,0,0
202506,13,749000,281,3120,84960,0,1668,999,99999, , ,305820122,3,5,5,Young Harris,1,1,450000,0,0,0,0,0,0,0,0,0
202506,21,2000,141,5,298,0,894,999,99999, , ,42202,3,6,5,Adairville,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,8000,5,    ,99990,0,11304,336,23180, , ,40342,3,6,4,Anderson County Unincorporated Area,12,12,3552200,0,0,0,0,0,0,0,0,0
202506,21,11000,19,50,2368,0,20070,170,26580, ,1,41101,3,6,5,Ashland,1,1,138667,0,0,0,0,0,0,0,0,0
202506,21,12000,141,55,2638,0,1404,999,99999, , ,422060465,3,6,5,Auburn,2,2,605281,0,0,0,0,0,0,0,0,0
202506,21,18000,121,70,3574,0,2974,371,18340, , ,40906,3,6,5,Barbourville,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,22000,9,    ,99990,0,26899,150,23980,2, ,42141,3,6,3,Barren County Unincorporated Area,12,12,3600000,0,0,0,0,0,0,0,0,0
202506,21,25000,183,95,4654,0,3553,999,99999,2, ,42320,3,6,3,Beaver Dam,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,28000,13,    ,99990,0,14906,371,33180, , ,409770157,3,6,5,Bell County Unincorporated Area,2,2,220727,0,0,0,0,0,0,0,0,0
202506,21,29000,89,120,5374,0,809,170,26580, , ,411012183,3,6,5,Bellefonte,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,33000,95,140,5662,0,417,999,99999,2, ,40807,3,6,5,Benham,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,35000,151,150,5842,0,16287,336,40080, ,2,40403,3,6,3,Berea,19,19,2846999,2,4,450000,0,0,0,0,0,0
202506,21,42000,15,    ,0,0,91773,178,17140,2, ,41005,3,6,3,Boone County,45,45,11090336,0,0,0,0,0,0,3,16,1653967
202506,21,44000,17,    ,99990,0,8757,336,30460,2, ,40361,3,6,3,Bourbon County,2,2,400000,0,0,0,0,0,0,0,0,0
202506,21,45000,227,200,8902,0,70631,150,14540, ,1,421020430,3,6,3,Bowling Green,15,15,5967475,0,0,0,0,0,0,0,0,0
202506,21,50000,163,210,9226,0,2879,350,31140, , ,40108,3,6,3,Brandenburg,8,8,1863000,0,0,0,0,0,0,0,0,0
202506,21,58000,117,235,9856,0,799,178,17140, , ,41011,3,6,3,Bromley,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,63000,29,    ,0,0,38801,350,31140, , ,40165,3,6,3,Bullitt County,17,17,6723181,3,6,1155226,0,0,0,0,0,0
202506,21,65000,57,270,11098,0,1437,999,99999, , ,427170250,3,6,5,Burkesville,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,66000,199,275,11278,0,791,999,43700, , ,42519,3,6,5,Burnside,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,67000,191,285,11530,0,579,178,17140, , ,410060229,3,6,5,Butler,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,69000,221,290,11692,0,2714,999,17300, , ,42211,3,6,3,Cadiz,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,70000,33,    ,99990,0,6232,999,99999,2, ,424451675,3,6,5,Caldwell County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,71000,149,295,11854,0,723,999,36980, , ,423270294,3,6,5,Calhoun,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,77000,37,    ,99990,0,18114,178,17140,2, ,41071,3,6,3,Campbell County Unincorporated Area,2,2,852303,0,0,0,2,6,1250000,0,0,0
202506,21,79000,217,320,12160,0,11430,999,15820, ,2,42715,3,6,5,Campbellsville,1,1,316849,0,0,0,0,0,0,0,0,0
202506,21,81000,85,330,12538,0,603,999,99999, , ,42721,3,6,5,Caneyville,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,82000,181,335,12898,0,2059,999,99999, , ,403111105,3,6,5,Carlisle,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,85000,41,340,13024,0,3806,999,99999, , ,41008,3,6,3,Carrollton,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,89000,19,360,13420,0,1736,170,26580, , ,41129,3,6,5,Catlettsburg,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,92000,177,380,13978,0,5692,999,99999, , ,42330,3,6,5,Central City,1,1,212797,0,0,0,0,0,0,0,0,0
202506,21,94000,47,    ,99990,0,31451,999,17300, , ,42240,3,6,5,Christian County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,95000,49,    ,0,0,17804,336,30460, , ,40392,3,6,5,Clark County,5,5,1160309,0,0,0,1,3,439594,1,5,495622
202506,21,101000,53,    ,0,0,8131,999,99999,2, ,426021263,3,6,5,Clinton County,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,102000,27,425,15904,0,1151,999,99999, , ,40111,3,6,5,Cloverport,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,103000,195,428,16110,0,1494,999,38210, , ,41501,3,6,5,Coal Run Village,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,106000,1,435,16750,0,4902,999,99999, , ,42728,3,6,5,Columbia,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,110000,235,890,17362,0,5447,371,18340,2,2,407021343,3,6,3,Corbin,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,115000,117,465,17848,0,40314,178,17140, , ,41011,3,6,3,Covington,7,7,1405627,0,0,0,3,12,1845451,1,7,914133
202506,21,119000,117,480,18352,0,4138,178,17140, , ,41011,3,6,3,Crescent Springs,2,2,602322,0,0,0,0,0,0,0,0,0
202506,21,121000,117,490,18442,0,3333,178,17140, , ,41011,3,6,3,Crestview Hills,1,1,1300000,0,0,0,0,0,0,0,0,0
202506,21,127000,95,505,19108,0,1854,999,99999, , ,40823,3,6,5,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0
202506,21,131000,21,    ,0,0,10304,999,19220,2, ,40422,3,6,3,Danville-Boyle County,4,4,1184820,1,2,234203,0,0,0,0,0,0
